OIL,GAS,WATER,ARTIFICIAL_LIFT,DOWN_TIME_HOURS,ESP Data - Drive Current,ESP Data - Drive Voltage,ESP Data - Intake Pressure,ESP Data - Motor Temperature Shutdown Setpoint,ESP Data - Motor Winding Temperature,ESP Data - Output Frequency,ESP Data - Vibration X,Startup_Count,Oil_Intake,Water_Intake,Gas_Intake,Liquid_Intake,Gas_Saturation_at_Intake,Gas_Separator_Efficiency,Gas_through_Annulus_Intake,Gas_through_ESP_Intake,Gas_through_Annulus,Gas_through_ESP,Pb_ESP,Discharge_Pressure,ESP_Fluid,Gas_Saturation_at_Discharge,Pump_Delta_Pressure,Pump_Average_Pressure,Gas_Saturation_in_Pump,Pump_Power,Drive_Power,Power_Ratio,Power_Difference,ESP_Temperature,Lower_Limit,AL_Key,Well_ID
973.0969631,1852.338693,669.405166,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
997.7649274,1771.781951,600.9298352,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
983.1998101,1526.731903,562.7651997,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
917.3815928,1513.75653,597.5640146,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1036.403471,1757.900768,366.0354106,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1018.848428,1760.339238,470.2067495,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
971.2045642,1706.633666,520.9600926,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
768.1438012,1493.040309,429.0586506,ESP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
839.1114548,1457.992692,422.8601554,ESP,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
704.4549366,1249.049013,284.8819762,ESP,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
876.6093887,1545.270304,360.3043606,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
943.4228119,1830.173822,532.8002415,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
970.8642124,1866.426671,613.9407512,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
967.5813256,1825.501524,574.8110676,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
867.5911437,1874.55634,695.1372682,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
948.8662862,2066.098995,650.5016406,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
933.3759721,1948.966285,623.6795511,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
937.1338435,1937.057204,660.8845239,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1007.446643,1981.917938,617.6630795,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
946.8564874,2006.932716,647.7077403,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
920.9929836,1972.105898,665.5040453,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
934.2053103,1926.651703,625.1249691,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1055.892918,1875.574164,592.8217081,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
898.3208162,1813.098072,790.1288027,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
720.9641519,1689.090471,592.5028976,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
855.0562893,1705.976658,586.0189808,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
838.7635636,1749.351046,585.2833471,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
892.0329249,1840.699954,574.525646,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
890.8083047,1772.441113,633.1717036,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
896.9863357,1754.064271,630.9615712,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
875.272754,1715.794084,577.3260087,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
942.4319143,1776.033117,576.2941828,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
884.5117968,1840.067719,548.0019028,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1178.573577,1873.288637,629.1941115,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
960.8744569,1857.229634,628.8989964,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
631.8727662,1863.223487,588.3777479,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
916.370231,1844.000074,623.7409437,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
869.9100594,1520.60988,664.7651804,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
880.9596444,1537.303272,630.0686863,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
879.5260741,1539.506943,624.8492411,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
872.1481954,1607.22079,632.2185033,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
887.5534216,1585.369344,629.3007407,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
869.3790675,1532.154913,623.556766,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
966.6809013,1517.490706,675.2762341,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
903.995859,1513.608973,638.8639794,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
876.3024258,1492.05695,628.8989964,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
881.8051386,1532.586815,680.5258372,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
770.686746,1419.033184,655.89557,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
981.4237339,1480.789799,563.9101172,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
958.4521432,1516.136839,682.6110303,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
445.604486,848.8427153,338.0037798,ESP,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
441.1228286,414.0584,256.0382402,ESP,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
868.698364,1200.892468,656.6290496,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
893.1326058,934.6393665,342.1310836,ESP,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
0,0,0,ESP,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
893.4686493,834.209743,673.5378551,ESP,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1026.07444,1444.578955,796.3736115,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
930.3020355,1467.941519,702.5959266,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1001.185678,1480.524841,751.0885152,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1001.454944,1427.463353,777.0252593,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
997.9609528,1453.05436,778.2100281,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
977.8521944,1490.64169,724.0714774,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1006.85749,1563.686998,721.2323404,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1004.260692,1537.263421,740.2349556,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
848.5519084,1558.02488,778.4599067,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1011.760279,1464.657555,730.8429699,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1153.553414,1583.549109,694.5847351,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
967.7407309,1569.669003,748.7534436,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1003.445356,1611.242542,720.3599197,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1022.568602,1612.963688,761.204287,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
990.0348493,1632.154789,763.9723379,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
997.8930979,1639.375416,723.0891963,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
995.7012755,1445.089482,762.4558337,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
999.3654424,1615.248138,824.6163466,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
1008.340605,1564.598192,785.503896,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
988.5775836,1594.77964,763.8527839,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
773.6605158,1423.458835,691.588347,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
786.1652124,1421.114069,667.1659529,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
775.384893,1319.584765,656.8207668,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
737.3990498,1316.922266,711.8985161,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
769.4427387,1382.746946,733.9029047,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
708.9785994,1413.250435,656.1551421,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
763.7429235,1443.842244,694.7624504,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
733.9815302,1432.248742,694.5901204,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
716.9337837,1504.407627,709.2823311,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
707.5719557,1449.489283,703.7936202,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
720.3793069,1523.904614,697.3183199,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
683.3725136,1418.260931,698.9242202,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
749.9565225,1470.792504,667.3027398,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
706.9149475,1563.443581,730.7320324,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
715.4560538,1604.929878,682.6164156,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
711.7628062,1473.235282,656.7065981,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
728.0156806,1469.154292,583.9628683,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
701.6265702,1495.716809,760.87686,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
702.1823345,1630.276392,620.4042038,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
726.8955355,1580.709972,642.4635225,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
693.9826571,1570.734218,623.4684468,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
686.7631066,1561.267915,573.8352489,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
730.0631766,1568.365757,566.316275,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
681.3788707,1504.900922,634.1626012,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
678.5128072,1475.38079,570.6729931,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
674.3628851,1465.214397,553.9408259,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
693.3019535,1580.690585,587.9749265,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
682.2469832,1384.979697,568.3163802,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
703.9530254,1331.257969,617.8041747,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
610.4672244,1271.560698,662.9438676,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
685.376927,1219.020509,616.312443,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
692.5329308,1207.019877,591.891126,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
679.4229251,1205.51199,564.612362,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
680.1240928,1232.732592,635.2515115,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
691.4978737,1210.158438,610.0525553,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
719.3679451,1171.357258,614.8067095,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
723.891608,1199.425509,609.7057411,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
624.9214043,1176.938596,724.4139833,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
609.3524646,1161.704623,692.6158647,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
618.0368202,1153.633116,698.1067297,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
612.6008854,1113.44468,650.1946778,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
601.8711879,1131.18067,672.8205315,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
627.0949166,1176.502386,764.8846099,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
663.0698839,1158.527289,690.9808837,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
594.5654724,1099.469793,657.2903661,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
610.4909198,1112.521637,638.994304,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
646.8557838,1129.715865,661.3939745,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
538.0875417,1101.486054,751.6410483,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
530.8378335,1117.84125,758.1852806,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
554.3361079,1101.813481,706.5487462,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
540.7532716,1145.803948,786.1619812,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
562.3440682,1096.133053,665.8282412,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
458.1770375,1121.364321,884.446096,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
532.5912914,1110.131636,579.740783,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
259.0917126,568.2291381,377.2433238,ESP,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
0,0,0,ESP,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
0,0,0,ESP,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
0,0,0,ESP,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
231.3368869,376.5270772,259.339437,ESP,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
483.1821225,1098.697539,736.833592,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
579.9098818,1131.778439,729.0281194,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
573.1803948,1243.531222,769.6053752,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
574.5137983,1219.883236,758.3823831,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
196.3797437,366.696727,1112.719817,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
199.1714899,372.5527163,1115.597728,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
209.1440124,388.6343377,1103.797431,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
221.6896373,405.9965866,989.0945737,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
221.7951895,410.4943999,1080.430558,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
502.1653505,767.2864594,418.1436984,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
494.8273231,753.0616939,383.148858,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
566.0437782,744.0563736,379.0129377,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
394.4881729,708.4217581,404.7676582,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
375.1365894,651.0520196,426.1796623,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
449.1458678,598.2091751,416.3730075,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
385.9115235,697.4012537,422.2806958,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
580.3062409,910.4119208,549.5765683,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
633.866409,1031.109708,556.5860916,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
623.2508802,1037.648555,574.2553033,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
577.8451529,951.2132055,516.0809991,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
613.4076052,1009.102088,538.3072625,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
588.3475901,1020.352007,597.603866,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
627.2004687,1062.746267,557.109544,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
608.5532842,1081.901825,550.2712737,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
592.441505,1037.71641,536.7207493,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
595.9042612,1042.896004,543.8832155,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
598.7638624,1056.709331,574.8142988,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
575.6716406,1037.680867,472.1928529,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
591.3332076,1047.273186,510.2993271,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
590.9045367,1056.347438,479.9283164,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
582.6703932,1070.770383,475.8042438,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
598.5107527,1081.842587,457.2819985,ESP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESP_2,345
