Well_ID,Downtime,Freq,Current,Vibration,Intake_Press,Motor_Temp,Gas_Sat,Delta_Press,Pwr_Diff,Liq_Intake
0.0,196.3095949,884.6455669,186.8605335,56.0,0.0,922.9866222,591.2343925,0.765309943,115.7262988,345
0.0,203.4044097,884.7397259,187.1982532,56.0,0.0,910.6915876,591.2343925,0.772150904,119.2194634,345
0.0,200.3320602,884.5458073,187.0504109,56.0,0.0,1080.245476,591.2343925,0.727047074,117.7380335,345
18.0,220.9622918,893.5290902,188.3883093,55.99439157,0.0,279.0316519,591.2343925,0.71343281,95.93948478,345
12.0,220.7426678,914.3933706,188.4440871,55.95130486,0.0,605.1419735,591.2343925,0.687441974,106.0733632,345
0.0,188.2413079,914.3683873,186.5687198,56.0,0.0,1049.774233,591.2343925,0.741488819,115.2608524,345
0.0,200.0278356,895.08892,187.0843018,56.0,0.0,1132.004768,591.2343925,0.715756277,118.3488457,345
0.0,207.0421528,885.3918853,187.396391,56.0,0.0,1153.95034,591.2343925,0.719163886,122.058372,345
0.0,201.4972685,880.2871134,187.0758525,56.0,0.0,1106.160501,591.2343925,0.723681678,118.5094033,345
0.0,194.2809838,876.5760313,186.6904436,56.0,0.0,1109.18779,591.2343925,0.725991903,115.850412,345
0.0,199.8018519,876.7827083,187.0573116,56.0,0.0,1138.144158,591.2343925,0.713262752,117.3449713,345
0.0,197.1723148,875.0102746,186.8852049,56.0,0.0,1097.472188,591.2343925,0.729184428,117.0176347,345
0.0,195.5343171,873.7514864,186.7907961,56.0,0.0,1130.425231,591.2343925,0.721204333,116.2999571,345
0.0,194.2297685,872.8910148,186.6989512,56.0,0.0,1080.272802,591.2343925,0.738502143,116.4831167,345
0.0,212.4692593,882.4181198,187.8375802,56.0,0.0,1180.555501,591.2343925,0.715252709,124.4526302,345
0.0,218.2888426,877.3861218,187.9172156,56.0,0.0,1121.47732,591.2343925,0.735835256,127.6115886,345
0.0,214.7353241,876.3754404,187.788831,56.0,0.0,1074.389719,591.2343925,0.741301858,125.1783661,345
0.0,208.7300694,874.3984989,187.451991,56.0,0.0,1089.725842,591.2343925,0.733315377,121.9827345,345
1.0,199.8705926,878.8307922,187.0104927,56.0,0.0,1012.706599,591.2343925,0.73516143,115.9430471,345
0.0,197.9088889,872.2335248,186.8462165,56.0,0.0,1145.870894,591.2343925,0.719084823,117.4499712,345
0.0,201.5359144,872.2946853,187.0586541,56.0,0.0,1047.385487,591.2343925,0.746244532,119.3803129,345
0.0,201.887581,872.0658075,187.0791401,56.0,0.0,1035.887012,591.2343925,0.748488742,119.457648,345
0.0,202.3571759,871.1148402,187.1021389,56.0,0.0,1152.285393,591.2343925,0.716377307,119.0598832,345
3.0,212.4955986,878.0349815,187.9256937,55.99624677,0.0,944.9984399,591.2343925,0.739591224,119.0608843,345
0.0,221.0532639,872.9322259,188.0484285,56.0,0.0,1112.173855,591.2343925,0.742186833,129.1762559,345
0.0,220.0851968,871.185144,187.9846227,56.0,0.0,1129.180531,591.2343925,0.734073765,128.0184891,345
0.0,218.3289468,870.8162671,187.8901628,56.0,0.0,1073.925102,591.2343925,0.748989393,127.6694734,345
0.0,205.5409144,869.6075262,187.365383,56.331875,0.0,1077.747786,591.2343925,0.736783742,121.0266221,345
0.0,195.4242708,865.6474607,187.2520186,57.48665509,0.0,1075.516533,591.2343925,0.731355329,117.347306,345
0.0,197.1787269,863.6013634,187.4893471,58.0,0.0,1080.042409,591.2343925,0.738830476,119.9755046,345
0.0,199.141956,862.842965,187.5140882,58.0,0.0,1038.820768,591.2343925,0.745367845,120.1424707,345
0.0,208.2195255,867.6350544,187.6185313,58.0,0.0,1053.710004,591.2343925,0.739898968,123.9248595,345
6.0,207.2395338,867.8249745,188.239366,57.99340732,0.0,799.6849473,591.2343925,0.750166047,115.0288889,345
0.0,207.3140278,863.3411559,187.7806815,58.0,0.0,1070.667289,591.2343925,0.744561545,124.7543327,345
0.0,211.973669,862.569288,188.0511297,58.0,0.0,1016.538185,591.2343925,0.756876038,126.5299251,345
0.0,208.1347801,860.8790547,187.9369213,58.0,0.0,1060.968018,591.2343925,0.769018435,128.9416473,345
0.0,211.2972106,859.3974274,188.0398392,58.0,0.0,1111.407985,591.2343925,0.756283845,129.8614019,345
0.0,207.4814352,858.6404101,187.8804942,58.0,0.0,999.5510244,591.2343925,0.78709088,129.5453034,345
0.0,206.189456,857.7233518,187.8047419,58.0,0.0,1066.572989,591.2343925,0.766320765,127.6627558,345
0.0,195.4222222,856.8367109,187.2665995,58.0,0.0,987.1807092,591.2343925,0.772909903,120.9892431,345
0.0,194.0461227,856.9935923,187.1852699,58.0,0.0,1012.955134,591.2343925,0.769505729,120.8714363,345
0.0,193.5386574,857.6161399,187.164287,58.0,0.0,1041.897417,591.2343925,0.740196284,116.9467274,345
0.0,206.9141841,862.8307511,187.9310867,57.9953592,0.0,993.3895526,591.2343925,0.745300058,121.6373497,345
0.0,210.1439699,857.9990848,187.9103055,58.0,0.0,1034.042406,591.2343925,0.738302921,123.3212474,345
0.0,209.6899074,858.0148449,187.9435301,58.0,0.0,1021.212869,591.2343925,0.741000356,123.0469845,345
0.0,197.4597338,857.9374651,187.3330786,57.94152199,0.0,981.6076235,591.2343925,0.752439141,118.063474,345
0.0,192.6185532,855.6688638,187.0298055,57.88653935,0.0,1095.654843,591.2343925,0.727170607,116.4641801,345
0.0,191.1994329,857.4714878,186.9600083,57.865625,0.0,1040.746385,591.2343925,0.739114681,115.6162571,345
0.0,192.6459838,854.729117,187.0224851,57.89033565,0.0,1173.818089,591.2343925,0.693633976,114.6597467,345
0.0,191.0537616,853.6678446,186.9331541,57.91494213,0.0,1076.492287,591.2343925,0.694082302,110.9127211,345
0.0,191.3865509,854.0214872,186.9257833,57.82787037,0.0,1076.947364,591.2343925,0.730447278,115.561737,345
0.0,192.2619097,852.6965756,186.9912244,57.85231713,0.0,1018.355678,591.2343925,0.723778947,112.8864996,345
0.0,191.0254051,852.671828,186.9174837,57.80640625,0.0,1006.958876,591.2343925,0.749271713,115.5265422,345
3.0,191.102338,850.8096497,186.976228,57.89605324,0.0,894.2557092,591.2343925,0.747395104,110.8883708,345
0.0,196.5310959,855.2546748,187.4299537,57.79429809,0.0,1011.337851,591.2343925,0.743922627,117.2679145,345
0.0,212.0750556,860.6145289,188.0735932,57.99681058,0.0,1009.694957,591.2343925,0.746156516,124.4719783,345
0.0,209.379375,853.8349858,187.8011886,58.0,0.0,1021.518466,591.2343925,0.742475045,122.9894628,345
0.0,206.7906713,850.3191165,187.6915811,58.0,0.0,973.4865016,591.2343925,0.75857396,122.3959981,345
0.0,197.1115509,849.0168754,187.1991321,57.9140625,0.0,1004.97078,591.2343925,0.756592335,119.0949625,345
0.0,190.3479398,848.258255,186.890323,57.92868056,0.0,995.5763103,591.2343925,0.760202117,116.508254,345
0.0,194.5295528,850.5456944,187.1728921,57.88866939,0.0,940.1743543,591.2343925,0.756215291,115.3726423,345
12.0,216.2426193,842.433545,188.2821623,57.80183001,0.0,528.8626737,591.2343925,0.714964408,104.6310016,345
0.0,178.6772917,875.6263832,186.0404025,57.07199306,0.0,979.5963812,591.2343925,0.738846844,107.8725799,345
0.0,183.8295023,863.4556061,186.5201851,57.42762616,0.0,966.1703381,591.2343925,0.735822469,108.9953951,345
0.0,187.0576157,853.6677366,186.6905255,57.7247743,0.0,1026.796131,591.2343925,0.737046443,112.7245638,345
0.0,189.0674074,849.2905306,186.7601689,57.80170833,0.0,984.7017853,591.2343925,0.761964522,115.6803868,345
0.0,185.523669,847.9507958,186.6700394,57.7555787,0.0,1032.068059,591.2343925,0.744855728,113.2571757,345
0.0,185.7657407,845.0359112,186.6507604,57.73700231,0.0,998.9745211,591.2343925,0.750155953,112.7438703,345
0.0,184.6180093,843.8955109,186.5345438,57.58792824,0.0,948.6876589,591.2343925,0.754548978,110.7053946,345
0.0,187.6212037,844.4532752,186.6961968,57.67913773,0.0,1007.606506,591.2343925,0.7075672,108.1468005,345
0.0,191.6709144,841.408633,186.8794445,57.86975694,0.0,1220.743263,591.2343925,0.59328691,105.7700715,345
0.0,192.0262616,838.9761406,186.8929793,57.86647569,0.0,1179.360432,591.2343925,0.642795727,108.6883124,345
0.0,185.2214699,842.1584566,186.582317,57.6343287,0.0,1212.858236,591.2343925,0.640939166,106.4704789,345
0.0,190.0985645,843.9140245,186.8685756,57.73674574,0.0,1153.734161,591.2343925,0.650049048,107.900939,345
0.0,184.9987616,842.4445281,186.5350727,57.64082176,0.0,1206.37186,591.2343925,0.639274014,106.0737781,345
0.0,196.9748662,845.909167,187.3244279,57.89605231,0.0,1227.925406,591.2343925,0.573040026,106.9511663,345
0.0,198.4291435,839.5824309,187.2427604,58.0,0.0,1247.171893,591.2343925,0.599811743,109.8000113,345
0.0,192.6596065,839.6077744,186.8757362,57.8909838,0.0,1226.235279,591.2343925,0.630008537,109.1697653,345
0.0,186.8181944,838.1358888,186.6277328,57.77256945,0.0,1186.791831,591.2343925,0.672203924,109.4650692,345
0.0,184.9373148,837.5515986,186.5551782,57.6902662,0.0,1213.598548,591.2343925,0.656627047,107.6928352,345
0.0,187.3136343,836.7010327,186.6044551,57.80060185,0.0,1210.550442,591.2343925,0.670102624,110.0930053,345
0.0,184.113206,836.7714764,186.440757,57.64291435,0.0,1049.80412,591.2343925,0.738925051,111.8785051,345
0.0,194.1222338,835.8136942,186.9914216,57.94974537,0.0,1138.323534,591.2343925,0.720877748,116.960888,345
0.0,199.901956,833.2858678,187.2703531,58.0,0.0,1024.097902,591.2343925,0.731863475,116.7783178,345
14.0,240.550007,856.6252811,191.6183464,57.49733364,0.0,489.6918292,591.2343925,0.741384519,110.7117409,345
0.0,206.3463657,854.4527807,187.615794,58.0,0.0,917.4927898,591.2343925,0.760345844,120.3866687,345
0.0,202.6378819,841.2983319,187.3717592,57.99097222,0.0,1228.899376,591.2343925,0.673564098,117.84109,345
0.0,194.998588,838.2401322,186.9350795,57.98112269,0.0,966.2685951,591.2343925,0.741683846,114.0819383,345
0.0,193.6439815,836.8698615,186.9015185,57.96854167,0.0,931.8006521,591.2343925,0.747521725,112.9771224,345
0.0,196.8000347,835.0192659,186.9834804,57.96313657,0.0,953.3770956,591.2343925,0.753227984,115.8400652,345
0.0,193.6777199,835.7427511,186.842986,57.93680556,0.0,905.7425906,591.2343925,0.758836332,113.5177545,345
0.0,194.864456,834.2760661,186.8681318,57.91950231,0.0,950.3454845,591.2343925,0.745742085,113.756329,345
0.0,196.1387847,833.7848189,186.945567,57.96539352,0.0,874.9085827,591.2343925,0.758050964,113.2220738,345
0.0,194.4659144,831.612805,186.8664456,57.97201389,0.0,978.4799528,591.2343925,0.723590606,111.7026976,345
0.0,192.6377662,830.1783087,186.7703729,57.9597338,0.0,977.0075498,591.2343925,0.729380266,111.5644748,345
0.0,193.1318634,832.5332746,186.792383,57.99076389,0.0,994.8705007,591.2343925,0.733148614,113.0637698,345
0.0,203.9815776,831.6483374,187.5414027,58.0,0.0,970.427273,591.2343925,0.734919877,116.871764,345
0.0,197.785706,834.6255266,187.0794627,57.93590278,0.0,1030.010203,591.2343925,0.737374284,116.8540356,345
2.0,212.952389,831.7248934,188.0165443,57.98121029,0.0,893.0248736,591.2343925,0.713522037,115.3950044,345
0.0,201.1224769,837.4056728,187.0849074,57.96826389,0.0,917.1710045,591.2343925,0.758360533,117.2333933,345
4.0,214.126258,827.7638828,187.9103003,57.96355652,0.0,720.7339074,591.2343925,0.722419408,110.4873582,345
2.0,200.5208204,847.5088122,187.4794668,57.77852681,0.0,976.5351263,591.2343925,0.711847537,113.1138912,345
4.0,199.2636411,837.1327142,187.0941456,58.0,0.0,706.2396793,591.2343925,0.722382742,104.4098301,345
0.0,196.1489813,849.2192483,187.0602077,58.0,0.0,997.2613331,591.2343925,0.720656201,113.3946381,345
0.0,199.6542593,840.8341397,187.2273369,58.0,0.0,958.5384992,591.2343925,0.757698725,118.2660617,345
4.0,204.37115,831.8906108,187.5179992,57.99583029,0.0,723.3412432,591.2343925,0.777765841,113.1626258,345
0.0,207.7316204,836.1135771,187.7818058,57.929375,0.0,1005.518163,591.2343925,0.736790797,119.8676913,345
0.0,207.5862153,827.295996,187.5162659,58.0,0.0,928.0096561,591.2343925,0.76992144,121.5729402,345
0.0,198.8391435,824.4882256,187.0518403,57.98194444,0.0,951.9268492,591.2343925,0.74853996,115.4809555,345
0.0,194.2983449,822.3137773,186.8345801,57.98269676,0.0,985.633028,591.2343925,0.746991267,114.6160275,345
0.0,193.3014005,820.0429928,186.7725484,57.98043981,0.0,911.0809432,591.2343925,0.772250683,115.057896,345
0.0,191.6634144,818.9370251,186.7124398,57.96786806,0.0,930.3327469,591.2343925,0.757154727,112.7459751,345
0.0,205.4125556,822.0026096,187.8834462,57.94964762,0.0,897.9451056,591.2343925,0.754788136,116.7936419,345
0.0,191.1469676,825.2104617,186.6219979,57.97104167,0.0,941.3953149,591.2343925,0.769849846,115.2178325,345
6.0,215.1099961,822.468938,188.9568111,57.72195973,0.0,659.9688653,591.2343925,0.771505629,112.7956683,345
3.0,198.0412306,840.591594,187.8084719,57.81404459,0.0,805.1145458,591.2343925,0.765806936,112.1786961,345
10.0,194.7062474,831.4235139,187.2759336,57.94992695,0.0,497.0552881,591.2343925,0.792857377,100.8273813,345
6.0,190.1866667,832.9895648,186.5066366,56.81127662,0.0,675.2669166,591.2343925,0.759466786,101.3283014,345
4.0,202.3536408,845.0835391,187.187105,55.44471255,0.0,760.0331027,591.2343925,0.76118822,108.0648231,345
0.0,185.9718866,864.1197108,185.8800911,54.88605441,0.0,915.8106171,591.2343925,0.758460646,107.7898701,345
1.0,192.5273282,856.1481839,186.6267879,55.18447242,0.0,735.7447763,591.2343925,0.804928795,109.9750598,345
0.0,193.0378588,863.7798265,186.3492127,55.43007292,0.0,830.3966416,591.2343925,0.775386331,110.251579,345
0.0,202.7321527,862.0157495,187.2271209,55.52404371,0.0,892.198061,591.2343925,0.751807198,113.1309765,345
0.0,189.8990394,863.3690815,186.0949988,54.96158681,0.0,927.8070761,591.2343925,0.732092241,106.2456035,345
0.0,186.6051157,859.7094752,185.8742537,54.96620718,0.0,914.5185287,591.2343925,0.744304267,105.8607994,345
0.0,181.8010417,860.0827138,185.5997339,54.40751967,0.0,914.8878153,591.2343925,0.738719217,102.4677157,345
4.0,189.9053873,855.9807836,186.4417582,54.72256104,0.0,739.0762572,591.2343925,0.755312958,101.1865346,345
0.0,193.3400116,864.5819517,186.2565497,55.39915395,0.0,849.4740375,591.2343925,0.754295514,108.0530202,345
2.0,203.0135181,863.9089985,187.7103464,55.38012621,0.0,746.0573981,591.2343925,0.707559423,102.6506861,345
0.0,187.4475926,863.1739053,185.8165672,55.24628125,0.0,785.9513811,591.2343925,0.718983296,98.72520269,345
0.0,189.0116898,861.2488472,185.9000221,55.00759954,0.0,784.9288863,591.2343925,0.72309314,99.2769186,345
0.0,191.7883102,854.3625876,185.725105,55.69709258,0.0,785.5955542,591.2343925,0.721068106,100.9845974,345
4.0,191.7163936,854.9827405,186.1638885,55.15552309,0.0,641.847065,591.2343925,0.701725143,93.44348282,345
4.0,202.0038107,868.1431638,188.87415,54.98100157,0.0,677.8506211,591.2343925,0.69098193,97.89988316,345
2.0,185.1208104,867.5336786,185.8372488,54.7905689,0.0,690.9205304,591.2343925,0.709847883,93.08185019,345
0.0,184.8063773,863.5739856,185.521434,54.77578936,0.0,846.6984025,591.2343925,0.719656152,99.17214256,345
0.0,186.2177315,860.6795283,185.5051401,54.74071645,0.0,785.5505251,591.2343925,0.71869184,97.34400054,345
0.0,190.6195949,860.679369,185.7514318,55.30121876,0.0,789.7406131,591.2343925,0.69739311,98.03746443,345
0.0,192.9268519,858.8672551,185.958089,55.08690162,0.0,756.866059,591.2343925,0.714903391,99.11345699,345
0.0,193.4518171,858.83555,185.8987187,55.14410417,0.0,741.385595,591.2343925,0.719747785,99.28078322,345
0.0,192.8240509,859.9169722,185.8550173,55.53440509,0.0,764.6964912,591.2343925,0.728500351,101.2831816,345
0.0,188.3204514,854.9208049,185.6680094,54.89836689,0.0,773.098822,591.2343925,0.718567806,97.83619016,345
2.0,188.2001639,857.1129293,185.8525398,54.97387527,0.0,739.7904025,591.2343925,0.719791938,96.89931363,345
0.0,185.7390741,854.8538092,185.3599296,55.00364585,0.0,798.7382461,591.2343925,0.714658627,97.48937474,345
0.0,187.1332755,854.5485353,185.3692547,55.00797453,0.0,797.9356703,591.2343925,0.710909657,97.55147304,345
2.0,189.0553117,855.5266674,185.5988071,55.14582672,0.0,734.8686084,591.2343925,0.728436183,98.01054164,345
0.0,187.4049074,851.166957,185.3827292,54.74606713,0.0,891.0570316,591.2343925,0.69410862,98.62303299,345
2.0,194.687078,853.9316184,186.5963814,55.04568389,0.0,742.8592141,591.2343925,0.718735197,99.17582856,345
0.0,186.8797222,856.3246207,185.2431343,55.10136227,0.0,806.6934659,591.2343925,0.713415941,98.26751139,345
2.0,191.5923258,855.0732106,185.9581251,55.2343444,0.0,750.91068,591.2343925,0.710828568,98.06133428,345
0.0,186.4914468,853.9180465,185.1676433,55.12690509,0.0,803.2855532,591.2343925,0.710645773,97.65275273,345
0.0,184.3111343,853.2122766,185.1529028,54.49715973,0.0,828.2775578,591.2343925,0.697402378,95.49124762,345
0.0,183.929375,851.2956088,185.0709397,54.59940856,0.0,757.6460694,591.2343925,0.695445815,93.1280169,345
0.0,184.2131713,852.4847327,185.0316342,54.92244793,0.0,806.6414485,591.2343925,0.70315142,96.03475429,345
0.0,189.2299653,852.7427811,185.4493866,55.00204515,0.0,849.7253473,591.2343925,0.701691234,99.16502796,345
0.0,193.9371412,858.4998893,185.7191783,55.21145948,0.0,754.7320102,591.2343925,0.732347333,101.2902333,345
0.0,193.079919,851.0537341,185.5924317,55.39862384,0.0,782.1647366,591.2343925,0.709463835,99.70807415,345
0.0,184.1915278,853.7600093,185.0751077,54.79318636,0.0,789.3218073,591.2343925,0.710348784,95.70169204,345
3.0,192.5896849,851.4589751,185.925305,54.94292592,0.0,657.4635213,591.2343925,0.717938864,95.20921124,345
0.0,184.2210834,855.9621221,185.1994815,54.71978127,0.0,772.257819,591.2343925,0.717988074,95.87538422,345
0.0,213.0,835.5,185.3000031,58.0,0.0,745.0709081,591.2343925,0.73276563,96.50845743,345
0.0,183.9503356,851.7108322,185.0548738,54.75834839,0.0,794.9451961,591.2343925,0.715748917,96.40907869,345
0.0,188.1105556,853.8047924,185.3154793,55.04116435,0.0,795.2474451,591.2343925,0.713582746,98.28033521,345
0.0,194.0598843,859.4051813,185.6714643,54.98320487,0.0,890.3042424,591.2343925,0.663402466,99.36629435,345
0.0,187.572662,855.9743796,185.3291561,54.85547454,0.0,859.5197121,591.2343925,0.697163851,98.50882163,345
2.0,197.0685666,850.8036673,186.4152257,54.79782733,0.0,748.4759847,591.2343925,0.718458536,99.97826166,345
0.0,179.6744329,859.5231065,184.8445312,54.56494907,0.0,796.5113574,591.2343925,0.720428792,95.28428624,345
0.0,191.1838657,864.2980588,185.5128161,55.10799303,0.0,828.3955259,591.2343925,0.699905015,99.81949457,345
3.0,191.6785462,865.3220995,185.7284189,54.52511441,0.0,734.1509479,591.2343925,0.701120059,96.33209497,345
0.0,289.5331105,868.0398479,184.3853602,60.0,0.0,758.8686674,591.2343925,0.829937435,181.3398623,29
0.0,284.1629167,864.8222992,183.9714769,60.0,0.0,717.6901272,591.2343925,0.832561049,176.8615379,29
0.0,281.0050694,862.9307697,183.7961771,60.0,0.0,801.4484881,591.2343925,0.805773162,173.1147039,29
0.0,281.0461921,864.1442305,183.8841265,60.0,0.0,802.8884593,591.2343925,0.81092673,175.1205379,29
0.0,282.1293981,868.5910671,183.9709444,60.0,0.0,773.4112669,591.2343925,0.817116012,175.7748488,29
0.0,283.2210764,868.0878207,184.0862907,60.0,0.0,767.639676,591.2343925,0.814002957,174.9880742,29
0.0,283.7231713,870.4308862,184.2416312,60.0,0.0,786.4859622,591.2343925,0.80639527,174.239135,29
0.0,284.6490394,873.1524808,184.3620364,60.0,0.0,783.4544041,591.2343925,0.805791354,174.0857271,29
0.0,284.1584375,877.899052,184.4552586,60.0,0.0,774.1987408,591.2343925,0.80788998,174.1018347,29
0.0,285.7039665,879.9679845,184.497233,60.0,0.0,768.4761303,591.2343925,0.807583802,174.4367778,29
0.0,285.7151908,876.8211397,184.4583523,60.0,0.0,782.6852908,591.2343925,0.804161342,174.194362,29
0.0,286.4311574,880.2875352,184.5685024,60.00006944,0.0,744.2940348,591.2343925,0.820462518,176.8525782,29
0.0,297.8815446,878.1132162,184.2497505,59.99978245,0.0,761.0586031,591.2343925,0.813614903,180.2325837,29
4.0,289.5268794,883.6862365,184.3483061,59.99847595,0.0,628.3629205,591.2343925,0.800404658,164.5331515,29
0.0,291.5937963,888.843413,184.7334955,60.0,0.0,715.5618664,591.2343925,0.825973928,178.1041052,29
0.0,296.7778588,898.0303363,185.2460082,59.99868056,0.0,939.9593668,591.2343925,0.759237921,178.038651,29
4.0,305.7541811,885.4567508,185.2869674,59.97942437,0.0,693.8307923,591.2343925,0.784484256,172.0634225,29
0.0,289.8935417,887.7121961,184.5673649,59.99993056,0.0,849.8828876,591.2343925,0.730819066,165.2271847,29
0.0,286.0264352,869.920794,184.2041671,60.0,0.0,844.5653959,591.2343925,0.761421887,167.5948591,29
0.0,287.6860069,856.8503681,184.0237064,59.99993056,0.0,822.4438936,591.2343925,0.767074107,167.7461152,29
0.0,287.7875231,867.7305687,184.3939759,60.0,0.0,859.6637696,591.2343925,0.729337843,163.8612722,29
0.0,289.7862963,875.3803699,184.6857177,60.0,0.0,866.388661,591.2343925,0.725010701,164.3975293,29
0.0,293.3290394,863.4271292,184.686816,60.0,0.0,851.5754042,591.2343925,0.736717274,166.6940137,29
0.0,298.2145949,857.9092174,184.9591679,60.0,0.0,910.7106073,591.2343925,0.743634101,172.6260344,29
0.0,290.7794792,855.5604474,184.5319806,60.0,0.0,915.266998,591.2343925,0.73616302,168.1048421,29
0.0,285.6023495,855.2231944,184.1902743,59.99993056,0.0,938.7170547,591.2343925,0.725346307,164.9837533,29
0.0,284.793588,852.8029562,184.1282197,60.00006944,0.0,956.8713178,591.2343925,0.73722991,167.3749933,29
0.0,286.0123148,850.4851342,184.176736,60.0,0.0,952.0911565,591.2343925,0.740522407,168.0210937,29
0.0,287.9450463,847.5373058,184.1907211,59.99993056,0.0,959.9954628,591.2343925,0.735384268,168.0311501,29
9.0,316.6740666,874.9772942,189.8899371,59.73877227,0.0,607.616479,591.2343925,0.720780078,161.8907991,29
0.0,292.5664352,873.3192372,184.8543333,60.0,0.0,1010.724497,591.2343925,0.704922874,168.6823958,29
0.0,292.4994444,858.2885986,184.6273979,60.0,0.0,930.2815694,591.2343925,0.733533995,168.6832711,29
0.0,286.5888657,852.5217636,184.3998808,60.0,0.0,920.1333834,591.2343925,0.739685459,166.6716056,29
